"","Ants","Bilberry","Crowberry","Lingonberry","Moose"
"1",0.0607147017343704,0.499172145559435,0.0903237337025579,0.304792103045092,0.0449973159585445
"2",0.0674339245134598,0.495957916567149,0.118091315678872,0.281400484964821,0.037116358275698
"3",0.062928695744102,0.524303481480475,0.123541534477753,0.242983070361954,0.0462432179357162
"4",0.0645676258700724,0.51892790402813,0.122704713786364,0.252297501355142,0.0415022549602913
"5",0.0675515619658843,0.520193609348288,0.117727906863818,0.251547711435786,0.0429792103862239
"6",0.0660750857155529,0.505717494074386,0.111053462103692,0.274315627352578,0.0428383307537909
"7",0.0683150935722062,0.506069786247375,0.0854897529777926,0.296299538910176,0.0438258282924502
"8",0.0626485071020433,0.525764002899312,0.12328569632276,0.243404567475563,0.0448972262003209
"9",0.0624360706940426,0.511643004985894,0.131724278074817,0.252422634538364,0.041774011706883
"10",0.0618186252082179,0.470201917932964,0.12920128102258,0.294449224005944,0.0443289518302938
"11",0.0555153973924362,0.508660548779398,0.0839760351052824,0.307347939052103,0.0445000796707809
"12",0.0576480850174738,0.497929028790823,0.137340591881239,0.262225363951215,0.0448569303592494
"13",0.0640967422973578,0.496610646392691,0.0830852987813123,0.31529443963018,0.0409128728984596
"14",0.0679147349264642,0.514472925859695,0.112089736212735,0.261602105443872,0.043920497557235
"15",0.0712685864603827,0.484420223413689,0.106089228737428,0.300047550736593,0.0381744106519071
"16",0.05721068410424,0.525265072976944,0.126895592255532,0.245729241159768,0.0448994095035154
"17",0.0640166325220318,0.532072019361399,0.124603630976673,0.236783020437798,0.0425246967020989
"18",0.0668367283534254,0.514935248099552,0.103879493909988,0.269418995966863,0.0449295336701719
"19",0.0618081319488787,0.535252760782977,0.125829809996287,0.234929479575437,0.0421798176964208
"20",0.064288272282462,0.51485886227152,0.12926074872957,0.249182850386546,0.0424092663299016
"21",0.0653370021277934,0.50534037064945,0.109234131476216,0.281593108913179,0.0384953868333621
"22",0.0641349077937064,0.506181010721053,0.17366387534482,0.216125303562781,0.0398949025776397
"23",0.0627141669029289,0.514308983665156,0.127329521676432,0.252782330131777,0.0428649976237066
"24",0.0683808747427198,0.493212641752316,0.126959412036027,0.270773465641913,0.0406736058270243
"25",0.0627325176307182,0.50400257136834,0.114665350719369,0.273462607413593,0.045136952867979
"26",0.0624079652794208,0.52134170509739,0.10489385206242,0.268370456548305,0.042986021012464
"27",0.0615400784458501,0.507039246381464,0.0871551432445641,0.296532402714612,0.0477331292135095
"28",0.0679567530163737,0.512149717224638,0.112955014828027,0.267512934179353,0.039425580751609
"29",0.0637490672440857,0.50655776852002,0.104029322135125,0.284085813909836,0.0415780281909336
"30",0.0614061547004295,0.508749908025202,0.0975801299485647,0.285256675866137,0.0470071314596668
"31",0.0697761684748714,0.512621765982563,0.120954624071443,0.260959885188231,0.0356875562828921
"32",0.0646866865948776,0.538717044114967,0.104023085670261,0.248656352215844,0.0439168314040503
"33",0.069757494549191,0.512747467037213,0.145733205358132,0.231739310300406,0.0400225227550575
"34",0.0653403048681803,0.532410779224428,0.0911670369798477,0.268668716664132,0.0424131622634112
"35",0.0679277231358356,0.529365715553243,0.113730925134152,0.250815044160524,0.0381605920162448
"36",0.0617599260406386,0.508210111124467,0.123909088324795,0.263994781810238,0.0421260926998617
"37",0.0616692417993456,0.514120148390357,0.109769852265268,0.266937815659393,0.0475029418856364
"38",0.0638064443791328,0.496375317124131,0.106450590404899,0.287328207060194,0.0460394410316431
"39",0.0601044861563436,0.497294943185282,0.138677559648069,0.257516819503526,0.0464061915067796
"40",0.0639626833395012,0.519926338792957,0.0873485818843923,0.285309847767714,0.0434525482154357
"41",0.0652263456006476,0.50800281900324,0.1082395081101,0.275472392259894,0.0430589350261184
"42",0.0558459991438581,0.52852341049072,0.113892888969568,0.25924166929298,0.0424960321028736
"43",0.0625130016343799,0.522045559787133,0.111153142504203,0.260447503492238,0.0438407925820458
"44",0.0690002463397579,0.504326027103043,0.106795427508082,0.284864069035175,0.035014230013943
"45",0.0608946080436825,0.507730364712837,0.115750410040847,0.26867580433864,0.0469488128639935
"46",0.0639821607817094,0.516105367929078,0.103644050574547,0.273751135302497,0.0425172854121693
"47",0.0647414627055552,0.532920326500676,0.107965699687793,0.252952174483493,0.0414203366224831
"48",0.0691848760052116,0.517920749638422,0.138778627059495,0.233678589616303,0.0404371576805685
"49",0.0648588071586722,0.483021657646996,0.120553689932183,0.291058643693393,0.0405072015687556
"50",0.0664823098488821,0.521053032431481,0.123829941462331,0.246728832092741,0.0419058841645653
"51",0.0680787950596827,0.504651165626058,0.0730932578955212,0.312875355846388,0.0413014255723503
"52",0.0588733479034674,0.515740268597881,0.0853064756697389,0.292680039844528,0.0473998679843851
