"","sampleID","BearID","pubname","year.sampled","year.represent","bearyear.sampled","bearyear.represent","sex","birth","age","reprostatus.represent","C13","N15","trophicpos","weight","headcirc","capturedate","Cmonth","cort.kit","cortisol","C13.suess","fYR"
"148","384","W0231","Klöva",2004,2003,"W0231_2004","W0231_2003","F","1992","12","WithCubs",-23.36,4.61,"2.83","98","65",2004-04-20,"4","1","4.63",-23.624,"2003"
"149","522","W0231","Klöva",2008,2007,"W0231_2008","W0231_2007","F","1992","16","WithCubs",-22.84,4.6,"2.82","88","65",2008-04-24,"4","1","3.78",-23.016,"2007"
"150","739","W0231","Klöva",2009,2008,"W0231_2009","W0231_2008","F","1992","17","WithCubs",-22.63,4.86,"2.9","83","67",2009-04-15,"4","2","8.8000000000000007",-22.784,"2008"
"151","318","W0232","Tvåsktjärnberget",2002,2001,"W0232_2002","W0232_2001","M","1995","7","SolitaryM",-22.49,5.77,"3.17","125","66",2002-06-10,"6","1","1.88",-22.798,"2001"
"152","319","W0233","Barke",2002,2001,"W0233_2002","W0233_2001","M","1995","7","SolitaryM",-22.71,4.94,"2.92","170","72",2002-06-13,"6","1","2.15",-23.018,"2001"
"153","385","W0233","Barke",2004,2003,"W0233_2004","W0233_2003","M","1995","9","SolitaryM",-22.99,5.17,"2.99","88","74",2004-04-13,"4","1","2.94",-23.254,"2003"
"154","386","W0234","Hålla",2004,2003,"W0234_2004","W0234_2003","F","1999","5","WithCubs",-23.05,4.15,"2.69","74","56",2004-04-15,"4","1","1.85",-23.314,"2003"
"155","321","W0235","Hålldammsjön",2002,2001,"W0235_2002","W0235_2001","M","1998","4","SolitaryM",-22.86,5.35,"3.04","85","61",2002-06-13,"6","1","2.4700000000000002",-23.168,"2001"
"156","341","W0235","Hålldammsjön",2003,2002,"W0235_2003","W0235_2002","M","1998","5","SolitaryM",-22.94,4.44,"2.78","111","65",2003-07-01,"7","1","2.17",-23.226,"2002"
"157","387","W0235","Hålldammsjön",2004,2003,"W0235_2004","W0235_2003","M","1998","6","SolitaryM",-23.09,5.22,"3.01","122","70",2004-06-11,"6","1","1.25",-23.354,"2003"
"158","427","W0236","Toxa",2005,2004,"W0236_2005","W0236_2004","F","1999","6","WithCubs",-22.82,3.64,"2.54","91","59",2005-04-27,"4","1","3.59",-23.062,"2004"
"159","874","W0237","Lonahoa",2004,2003,"W0237_2004","W0237_2003","F","1997","7","WithCubs",-22.69,3.82,"2.59","93","61",2004-04-19,"4","2","6.57",-22.954,"2003"
"160","523","W0237","Lonahoa",2008,2007,"W0237_2008","W0237_2007","F","1997","11","WithCubs",-22.69,4.01,"2.65","120","64",2008-08-11,"8","1","4.91",-22.866,"2007"
"161","795","W0237","Lonahoa",2010,2009,"W0237_2010","W0237_2009","F","1997","13","WithCubs",-22.63,3.49,"2.5","90","60.5",2010-04-23,"4","2","16.8",-22.762,"2009"
"162","861","W0301","Tunturi_k7:1",2003,2002,"W0301_2003","W0301_2002","M","2002","1","WithMother",-23.17,5.28,"3.02","14","35",2003-04-13,"4","2","9.94",-23.456,"2002"
"163","862","W0302","Tunturi_k7:2",2003,2002,"W0302_2003","W0302_2002","M","2002","1","WithMother",-22.79,5.1,"2.97","26","41",2003-04-13,"4","2","8.86",-23.076,"2002"
"164","342","W0303","Näcka",2003,2002,"W0303_2003","W0303_2002","F","2002","1","WithMother",-22.82,5.52,"3.09","18","38",2003-04-13,"4","1","2.64",-23.106,"2002"
"165","428","W0303","Näcka",2005,2004,"W0303_2005","W0303_2004","F","2002","3","SolitaryF",-22.94,4.14,"2.69","49","49",2005-04-19,"4","1","2.95",-23.182,"2004"
"166","486","W0303","Näcka",2007,2006,"W0303_2007","W0303_2006","F","2002","5","SolitaryF",-22.42,4.67,"2.84","NA","58",2007-07-17,"7","1","1.72",-22.618,"2006"
"167","668","W0303","Näcka",2011,2010,"W0303_2011","W0303_2010","F","2002","9","WithCubs",-22.18,4.62,"2.83","74","56",2011-04-18,"4","2","7.03",-22.29,"2010"
"168","586","W0303","Näcka",2013,2012,"W0303_2013","W0303_2012","F","2002","11","WithCubs",-22.89,4.2,"2.71","80","61",2013-04-29,"4","2","14.51",-22.956,"2012"
"169","343","W0304","Gruva",2003,2002,"W0304_2003","W0304_2002","F","2002","1","WithMother",-22.68,4.8,"2.88","29","NA",2003-04-14,"4","1","1.81",-22.966,"2002"
"170","344","W0305","Snåla",2003,2002,"W0305_2003","W0305_2002","F","2002","1","WithMother",-22.67,4.79,"2.88","24","NA",2003-04-14,"4","1","3.42",-22.956,"2002"
"171","345","W0306","Kringla",2003,2002,"W0306_2003","W0306_2002","F","2002","1","WithMother",-22.56,4.99,"2.94","24.5","NA",2003-04-14,"4","1","2.96",-22.846,"2002"
"172","346","W0307","Galsjö",2003,2002,"W0307_2003","W0307_2002","M","2000","3","SolitaryM",-22.84,4.65,"2.84","55","56",2003-04-14,"4","1","2.74",-23.126,"2002"
"173","863","W0308","Borregaard_k2:1",2003,2002,"W0308_2003","W0308_2002","M","2002","1","WithMother",-22.64,4.7,"2.85","17","38",2003-04-14,"4","2","10.3",-22.926,"2002"
"174","864","W0309","Bornå",2003,2002,"W0309_2003","W0309_2002","F","2002","1","WithMother",-22.68,4.82,"2.89","10","35",2003-04-14,"4","2","13.43",-22.966,"2002"
"175","347","W0310","Femma_k2:1",2003,2002,"W0310_2003","W0310_2002","M","2002","1","WithMother",-22.84,4.62,"2.83","22","NA",2003-04-15,"4","1","3.68",-23.126,"2002"
"176","348","W0311","Rita",2003,2002,"W0311_2003","W0311_2002","F","2002","1","WithMother",-22.23,4.82,"2.89","20","40",2003-04-16,"4","1","4.2699999999999996",-22.516,"2002"
"177","349","W0312","Sari_k4:2",2003,2002,"W0312_2003","W0312_2002","M","2002","1","WithMother",-22.33,4.27,"2.73","24","31",2003-04-16,"4","1","5.18",-22.616,"2002"
"178","865","W0313","Täxås_k9:1",2003,2002,"W0313_2003","W0313_2002","M","2002","1","WithMother",-22.6,5,"2.94","24","41",2003-04-16,"4","2","10.46",-22.886,"2002"
"179","866","W0314","Täxås_k9:2",2003,2002,"W0314_2003","W0314_2002","M","2002","1","WithMother",-22.78,4.86,"2.9","21","41",2003-04-16,"4","2","9.26",-23.066,"2002"
"180","350","W0315","Griffel_k5:1",2003,2002,"W0315_2003","W0315_2002","M","2002","1","WithMother",-22.63,4.89,"2.91","13","36",2003-04-23,"4","1","3.63",-22.916,"2002"
"181","351","W0316","Griffel_k5:2",2003,2002,"W0316_2003","W0316_2002","M","2002","1","WithMother",-22.63,5.34,"3.04","14","37",2003-04-23,"4","1","5.6",-22.916,"2002"
"182","352","W0317","Vasta",2003,2002,"W0317_2003","W0317_2002","F","2002","1","WithMother",-22.33,5.11,"2.97","21","40",2003-04-23,"4","1","2.54",-22.616,"2002"
"183","867","W0318","Tana",2003,2002,"W0318_2003","W0318_2002","F","2002","1","WithMother",-22.58,5.51,"3.09","25","41",2003-04-24,"4","2","6.38",-22.866,"2002"
"184","868","W0319","Järva_k7:2",2003,2002,"W0319_2003","W0319_2002","M","2002","1","WithMother",-22.51,5.54,"3.1","24","41",2003-04-24,"4","2","10.47",-22.796,"2002"
"185","869","W0320","Noppi_k9:1",2003,2002,"W0320_2003","W0320_2002","M","2002","1","WithMother",-22.82,5.27,"3.02","19","39.5",2003-04-24,"4","2","11.04",-23.106,"2002"
"186","870","W0321","Noppi_k9:2",2003,2002,"W0321_2003","W0321_2002","M","2002","1","WithMother",-22.85,4.97,"2.93","17","37",2003-04-24,"4","2","13.53",-23.136,"2002"
"187","388","W0323","Löva",2004,2003,"W0323_2004","W0323_2003","F","2000","4","SolitaryF",-23.1,5.15,"2.99","89","58",2004-06-07,"6","1","1.75",-23.364,"2003"
"188","429","W0323","Löva",2005,2004,"W0323_2005","W0323_2004","F","2000","5","SolitaryF",-22.57,4.55,"2.81","94","60",2005-04-16,"4","1","2.14",-22.812,"2004"
"189","354","W0324","Nabben",2003,2002,"W0324_2003","W0324_2002","M","1998","5","SolitaryM",-22.52,4.43,"2.77","122","66",2003-06-12,"6","1","1.59",-22.806,"2002"
"190","430","W0324","Nabben",2005,2004,"W0324_2005","W0324_2004","M","1998","7","SolitaryM",-22.92,4.81,"2.89","155","71",2005-06-16,"6","1","5.0599999999999996",-23.162,"2004"
"191","883","W0326","Gälla",2005,2004,"W0326_2005","W0326_2004","F","1993","12","WithCubs",-22.35,3.95,"2.63","96","62",2005-04-15,"4","2","8.2799999999999994",-22.592,"2004"
"192","524","W0326","Gälla",2008,2007,"W0326_2008","W0326_2007","F","1993","15","WithCubs",-22.36,4.25,"2.72","89","65",2008-04-28,"4","1","4.5",-22.536,"2007"
"193","669","W0326","Gälla",2011,2010,"W0326_2011","W0326_2010","F","1993","18","WithCubs",-22.56,4.4,"2.76","82","60",2011-04-26,"4","2","12.36",-22.67,"2010"
"194","357","W0327","Dödåsen",2003,2002,"W0327_2003","W0327_2002","M","1998","5","SolitaryM",-22.82,4.71,"2.86","NA","66",2003-06-30,"6","1","1.71",-23.106,"2002"
"195","389","W0401","Vilma",2004,2003,"W0401_2004","W0401_2003","F","2003","1","WithMother",-23.14,4.61,"2.83","21","40",2004-04-14,"4","1","2.8",-23.404,"2003"
"196","390","W0402","Gnista",2004,2003,"W0402_2004","W0402_2003","F","2003","1","WithMother",-22.79,4.9,"2.91","30","42",2004-04-14,"4","1","2.2999999999999998",-23.054,"2003"
"197","402","W0402","Gnista",2004,2003,"W0402_2004","W0402_2003","F","2003","1","WithMother",-23.35,4.85,"2.9","30","42",2004-04-14,"4","1","2.75",-23.614,"2003"
"198","391","W0403","Romunda",2004,2003,"W0403_2004","W0403_2003","F","2003","1","WithMother",-22.84,4.83,"2.89","26","42",2004-04-14,"4","1","2.41",-23.104,"2003"
"199","392","W0404","Rassaku_k4:1",2004,2003,"W0404_2004","W0404_2003","M","2003","1","WithMother",-22.86,4.37,"2.76","25","41",2004-04-14,"4","1","2.2799999999999998",-23.124,"2003"
"200","393","W0405","Kroka",2004,2003,"W0405_2004","W0405_2003","F","2003","1","WithMother",-22.7,4.76,"2.87","29","45",2004-04-14,"4","1","1.74",-22.964,"2003"
"201","487","W0405","Kroka",2007,2006,"W0405_2007","W0405_2006","F","2003","4","SolitaryF",-22.72,5.04,"2.95","72","57.5",2007-06-19,"6","2","2.25",-22.918,"2006"
"202","394","W0406","Hålla_k1:1",2004,2003,"W0406_2004","W0406_2003","M","2003","1","WithMother",-23.21,4.5,"2.79","21","40",2004-04-15,"4","1","2.0099999999999998",-23.474,"2003"
"203","395","W0407","Kuusi",2004,2003,"W0407_2004","W0407_2003","F","2003","1","WithMother",-23.24,4.36,"2.75","17","38",2004-04-15,"4","1","1.27",-23.504,"2003"
"204","455","W0407","Kuusi",2006,2005,"W0407_2006","W0407_2005","F","2003","3","SolitaryF",-22.59,4.85,"2.9","NA","51",2006-06-19,"6","1","3.27",-22.81,"2005"
"205","875","W0408","Öda_k3:1",2004,2003,"W0408_2004","W0408_2003","M","2003","1","WithMother",-22.99,4.56,"2.81","29","42.5",2004-04-16,"4","2","8.66",-23.254,"2003"
"206","876","W0409","Tippa_k5:1",2004,2003,"W0409_2004","W0409_2003","M","2003","1","WithMother",-23.24,4.93,"2.92","21","40",2004-04-16,"4","2","12.86",-23.504,"2003"
"207","877","W0410","Tomsa",2004,2003,"W0410_2004","W0410_2003","F","2003","1","WithMother",-23.19,4.64,"2.84","27","39",2004-04-16,"4","2","12.18",-23.454,"2003"
"208","456","W0410","Tomsa",2006,2005,"W0410_2006","W0410_2005","F","2003","3","SolitaryF",-23.14,4.51,"2.8","54","49.5",2006-04-20,"4","1","3.35",-23.36,"2005"
"209","488","W0410","Tomsa",2007,2006,"W0410_2007","W0410_2006","F","2003","4","SolitaryF",-23.18,4.71,"2.86","72","58",2007-04-12,"4","1","1.1499999999999999",-23.378,"2006"
"210","457","W0411","Kassika",2006,2005,"W0411_2006","W0411_2005","F","2003","3","SolitaryF",-23.12,4.92,"2.92","60","51",2006-04-23,"4","1","1.82",-23.34,"2005"
"211","489","W0411","Kassika",2007,2006,"W0411_2007","W0411_2006","F","2003","4","SolitaryF",-23.44,5.11,"2.97","85","57",2007-04-12,"4","1","2.27",-23.638,"2006"
"212","525","W0411","Kassika",2008,2007,"W0411_2008","W0411_2007","F","2003","5","SolitaryF",-23.02,4.77,"2.87","77","58",2008-04-25,"4","1","6.15",-23.196,"2007"
"213","740","W0411","Kassika",2009,2008,"W0411_2009","W0411_2008","F","2003","6","SolitaryF",-22.94,4.85,"2.9","90","58",2009-05-14,"5","2","8.4700000000000006",-23.094,"2008"
"214","396","W0412","Rönni",2004,2003,"W0412_2004","W0412_2003","F","2003","1","WithMother",-23.26,4.35,"2.75","21","39",2004-04-17,"4","1","1.99",-23.524,"2003"
"215","397","W0413","Loma_k2:2",2004,2003,"W0413_2004","W0413_2003","M","2003","1","WithMother",-23.24,4.15,"2.69","24","40",2004-04-17,"4","1","2.86",-23.504,"2003"
"216","398","W0414","Ljördalen",2004,2003,"W0414_2004","W0414_2003","M","1996","8","SolitaryM",-22.63,6.07,"3.26","185","74",2004-04-18,"4","1","3.07",-22.894,"2003"
"217","399","W0415","Gnolla",2004,2003,"W0415_2004","W0415_2003","F","2003","1","WithMother",-22.99,4.41,"2.77","27","41",2004-04-18,"4","1","1.48",-23.254,"2003"
"218","490","W0415","Gnolla",2007,2006,"W0415_2007","W0415_2006","F","2003","4","SolitaryF",-22.45,4.39,"2.76","74","57",2007-05-20,"5","1","0.97",-22.648,"2006"
"219","400","W0416","Aspa",2004,2003,"W0416_2004","W0416_2003","F","2003","1","WithMother",-22.97,4.35,"2.75","25","45",2004-04-18,"4","1","2.1800000000000002",-23.234,"2003"
"220","491","W0416","Aspa",2007,2006,"W0416_2007","W0416_2006","F","2003","4","SolitaryF",-22.81,4.52,"2.8","76","59",2007-04-22,"4","1","1.4",-23.008,"2006"
"221","401","W0417","Bella_k1:1",2004,2003,"W0417_2004","W0417_2003","M","2003","1","WithMother",-22.62,5.1,"2.97","22","38.5",2004-04-18,"4","1","3.4",-22.884,"2003"
"222","879","W0418","Lonahoa_k1:1",2004,2003,"W0418_2004","W0418_2003","M","2003","1","WithMother",-22.87,4.29,"2.73","27","42",2004-04-19,"4","2","8.65",-23.134,"2003"
"223","880","W0419","Göna",2004,2003,"W0419_2004","W0419_2003","F","2003","1","WithMother",-22.66,4.88,"2.91","22","38.5",2004-04-19,"4","2","12.88",-22.924,"2003"
"224","403","W0421","Klöva_k1:2",2004,2003,"W0421_2004","W0421_2003","M","2003","1","WithMother",-23.18,5.09,"2.97","26","41.5",2004-04-20,"4","1","2.14",-23.444,"2003"
"225","881","W0422","Jämta",2004,2003,"W0422_2004","W0422_2003","F","2003","1","WithMother",-22.89,4.36,"2.75","27","40",2004-04-20,"4","2","7.75",-23.154,"2003"
"226","458","W0422","Jämta",2006,2005,"W0422_2006","W0422_2005","F","2003","3","SolitaryF",-22.61,4.63,"2.83","65","53",2006-04-24,"4","1","2.2000000000000002",-22.83,"2005"
"227","492","W0422","Jämta",2007,2006,"W0422_2007","W0422_2006","F","2003","4","SolitaryF",-22.6,4.67,"2.84","NA","61",2007-05-03,"5","1","2.2400000000000002",-22.798,"2006"
"228","526","W0422","Jämta",2008,2007,"W0422_2008","W0422_2007","F","2003","5","SolitaryF",-22.53,4.62,"2.83","83","61",2008-04-08,"4","2","3.57",-22.706,"2007"
"229","741","W0422","Jämta",2009,2008,"W0422_2009","W0422_2008","F","2003","6","SolitaryF",-22.55,4.18,"2.7","82","62",2009-04-20,"4","2","8.8000000000000007",-22.704,"2008"
"230","405","W0424","Tobias",2004,2003,"W0424_2004","W0424_2003","M","1997","7","SolitaryM",-23.33,7.11,"3.56","198","81",2004-06-09,"6","1","2.61",-23.594,"2003"
"231","459","W0424","Tobias",2006,2005,"W0424_2006","W0424_2005","M","1997","9","SolitaryM",-23.18,6.55,"3.4","241","85",2006-05-03,"5","1","2.87",-23.4,"2005"
"232","527","W0424","Tobias",2008,2007,"W0424_2008","W0424_2007","M","1997","11","SolitaryM",-23.11,7.14,"3.57","250","89",2008-04-30,"4","1","1.64",-23.286,"2007"
"233","796","W0424","Tobias",2010,2009,"W0424_2010","W0424_2009","M","1997","13","SolitaryM",-23.54,6.57,"3.4","234","89",2010-04-16,"4","2","6.27",-23.672,"2009"
"234","892","W0425","Komola",2006,2005,"W0425_2006","W0425_2005","F","2000","6","WithCubs",-22.94,4.81,"2.89","72","57",2006-04-23,"4","2","8.33",-23.16,"2005"
"235","528","W0425","Komola",2008,2007,"W0425_2008","W0425_2007","F","2000","8","WithCubs",-22.51,4.23,"2.71","71","58",2008-04-30,"4","1","8.07",-22.686,"2007"
"236","742","W0425","Komola",2009,2008,"W0425_2009","W0425_2008","F","2000","9","SolitaryF",-22.68,4.31,"2.74","105","NA",2009-07-14,"7","2","8.2799999999999994",-22.834,"2008"
"237","670","W0425","Komola",2011,2010,"W0425_2011","W0425_2010","F","2000","11","WithCubs",-22.82,4.18,"2.7","65.400000000000006","57",2011-04-27,"4","2","9.74",-22.93,"2010"
"238","587","W0425","Komola",2013,2012,"W0425_2013","W0425_2012","F","2000","13","WithCubs",-23.49,4.65,"2.84","76","59",2013-05-22,"5","2","10.86",-23.556,"2012"
"239","407","W0426","Solvberg",2004,2003,"W0426_2004","W0426_2003","M","2000","4","SolitaryM",-22.92,4.31,"2.74","99","61.5",2004-06-11,"6","1","0.5",-23.184,"2003"
"240","431","W0427","Noenoppi",2005,2004,"W0427_2005","W0427_2004","F","2001","4","SolitaryF",-22.95,4.35,"2.75","67","57",2005-04-18,"4","1","4.6100000000000003",-23.192,"2004"
"241","460","W0427","Noenoppi",2006,2005,"W0427_2006","W0427_2005","F","2001","5","SolitaryF",-22.85,4.64,"2.84","84","62",2006-07-11,"7","1","0.84",-23.07,"2005"
"242","432","W0501","Allahott",2005,2004,"W0501_2005","W0501_2004","M","1996","9","SolitaryM",-22.83,5.53,"3.1","231","80",2005-03-22,"3","1","2.97",-23.072,"2004"
"243","433","W0502","Femma_k3:1",2005,2004,"W0502_2005","W0502_2004","M","2004","1","WithMother",-22.89,5.05,"2.96","24","41",2005-04-15,"4","1","4.96",-23.132,"2004"
"244","434","W0503","Påranäva",2005,2004,"W0503_2005","W0503_2004","F","2004","1","WithMother",-22.73,4.97,"2.93","24","42",2005-04-15,"4","1","3.82",-22.972,"2004"
"245","493","W0503","Påranäva",2007,2006,"W0503_2007","W0503_2006","F","2004","3","SolitaryF",-22.8,4.74,"2.86","63","56",2007-04-18,"4","1","3.02",-22.998,"2006"
"246","529","W0503","Påranäva",2008,2007,"W0503_2008","W0503_2007","F","2004","4","SolitaryF",-22.54,4.86,"2.9","70","57",2008-04-29,"4","1","3.06",-22.716,"2007"
"247","743","W0503","Påranäva",2009,2008,"W0503_2009","W0503_2008","F","2004","5","SolitaryF",-22.74,4.71,"2.86","90","63",2009-04-14,"4","2","7.79",-22.894,"2008"
"248","884","W0504","Räva",2005,2004,"W0504_2005","W0504_2004","F","2004","1","WithMother",-22.32,3.76,"2.58","25","41",2005-04-15,"4","2","6.23",-22.562,"2004"
"249","797","W0504","Räva",2010,2009,"W0504_2010","W0504_2009","F","2004","6","SolitaryF",-22.7,4.22,"2.71","80","62",2010-04-27,"4","2","4.43",-22.832,"2009"
"250","435","W0505","Kampa",2005,2004,"W0505_2005","W0505_2004","F","2004","1","WithMother",-23.4,4.28,"2.73","23.5","40",2005-04-16,"4","1","4.2699999999999996",-23.642,"2004"
"251","436","W0506","Griffel_k6:2",2005,2004,"W0506_2005","W0506_2004","M","2004","1","WithMother",-23.21,4.02,"2.65","27.5","42",2005-04-16,"4","1","5.4",-23.452,"2004"
"252","437","W0507","Läfta",2005,2004,"W0507_2005","W0507_2004","F","2004","1","WithMother",-23.65,4.4,"2.76","22","41",2005-04-16,"4","1","4.41",-23.892,"2004"
"253","494","W0507","Läfta",2007,2006,"W0507_2007","W0507_2006","F","2004","3","SolitaryF",-22.57,4.83,"2.89","59","53.5",2007-04-16,"4","1","1.0900000000000001",-22.768,"2006"
"254","531","W0507","Läfta",2008,2007,"W0507_2008","W0507_2007","F","2004","4","SolitaryF",-22.56,4.16,"2.69","63","58",2008-04-18,"4","1","0.96",-22.736,"2007"
"255","744","W0507","Läfta",2009,2008,"W0507_2009","W0507_2008","F","2004","5","SolitaryF",-22.31,4.39,"2.76","96","63",2009-04-29,"4","2","7.54",-22.464,"2008"
"256","438","W0508","Milla",2005,2004,"W0508_2005","W0508_2004","F","2004","1","WithMother",-22.8,4.8,"2.88","17","38.5",2005-04-17,"4","1","5.79",-23.042,"2004"
"257","439","W0509","Glya",2005,2004,"W0509_2005","W0509_2004","F","2004","1","WithMother",-22.57,4.16,"2.69","22","43",2005-04-17,"4","1","4.97",-22.812,"2004"
"258","440","W0510","Borregaard_k3:1",2005,2004,"W0510_2005","W0510_2004","M","2004","1","WithMother",-22.85,4.3,"2.74","19","40",2005-04-18,"4","1","5.77",-23.092,"2004"
"259","441","W0511","Stickmyra",2005,2004,"W0511_2005","W0511_2004","F","2004","1","WithMother",-22.8,4.48,"2.79","17","28",2005-04-18,"4","1","7.04",-23.042,"2004"
"260","885","W0512","Gälla_k1:2",2005,2004,"W0512_2005","W0512_2004","M","2004","1","WithMother",-22.53,4.58,"2.82","30","41",2005-04-18,"4","2","9.14",-22.772,"2004"
"261","442","W0513","Syndre",2005,2004,"W0513_2005","W0513_2004","F","2004","1","WithMother",-22.77,4.98,"2.94","22","40",2005-04-27,"4","1","3.85",-23.012,"2004"
"262","886","W0514","Keiko_k2:1",2005,2004,"W0514_2005","W0514_2004","M","2004","1","WithMother",-22.55,4.61,"2.83","20","40",2005-04-27,"4","2","11.56",-22.792,"2004"
"263","887","W0515","Keiko_k2:2",2005,2004,"W0515_2005","W0515_2004","M","2004","1","WithMother",-22.87,4.3,"2.74","27","43",2005-04-27,"4","2","8.65",-23.112,"2004"
"264","495","W0517","Balsa",2007,2006,"W0517_2007","W0517_2006","F","2001","6","WithCubs",-22.98,4.57,"2.81","62","53.5",2007-04-20,"4","1","4.51",-23.178,"2006"
"265","671","W0517","Balsa",2011,2010,"W0517_2011","W0517_2010","F","2001","10","WithCubs",-22.06,4.26,"2.72","58","54",2011-04-26,"4","2","11.05",-22.17,"2010"
"266","894","W0602","Hälla",2006,2005,"W0602_2006","W0602_2005","F","2005","1","WithMother",-23.25,4.9,"2.91","19","41",2006-04-20,"4","2","15.59",-23.47,"2005"
"267","461","W0603","Bryna",2006,2005,"W0603_2006","W0603_2005","F","2005","1","WithMother",-22.84,5.67,"3.14","41","48",2006-04-20,"4","1","2.06",-23.06,"2005"
"268","895","W0604","Unna_k1:1",2006,2005,"W0604_2006","W0604_2005","M","2005","1","WithMother",-23.12,4.85,"2.9","NA","NA",2006-04-21,"4","2","8.31",-23.34,"2005"
"269","896","W0605","Sälga",2006,2005,"W0605_2006","W0605_2005","F","2005","1","WithMother",-23.16,4.61,"2.83","20","38",2006-04-21,"4","2","13.15",-23.38,"2005"
"270","798","W0605","Sälga",2010,2009,"W0605_2010","W0605_2009","F","2005","5","SolitaryF",-22.82,4.69,"2.85","70","58.5",2010-04-27,"4","2","3.78",-22.952,"2009"
"271","672","W0605","Sälga",2011,2010,"W0605_2011","W0605_2010","F","2005","6","SolitaryF",-22.58,4.74,"2.86","73","57",2011-04-18,"4","2","5.61",-22.69,"2010"
"272","635","W0605","Sälga",2012,2011,"W0605_2012","W0605_2011","F","2005","7","SolitaryF",-22.9,4.48,"2.79","67","57",2012-05-21,"5","2","5.2",-22.988,"2011"
"273","588","W0605","Sälga",2013,2012,"W0605_2013","W0605_2012","F","2005","8","WithCubs",-23.13,4.63,"2.83","72","57",2013-04-22,"4","2","8.18",-23.196,"2012"
"274","579","W0605","Sälga",2016,2015,"W0605_2016","W0605_2015","F","2005","11","WithCubs",-23.55,4.49,"2.79","80.8","58",2016-05-03,"5","2","8.27",-23.55,"2015"
"275","897","W0606","Våla",2006,2005,"W0606_2006","W0606_2005","F","2005","1","WithMother",-22.95,4.82,"2.89","20","38",2006-04-21,"4","2","12.76",-23.17,"2005"
"276","462","W0607","Ränna",2006,2005,"W0607_2006","W0607_2005","F","2005","1","WithMother",-23,5.06,"2.96","17","37",2006-04-22,"4","1","3.87",-23.22,"2005"
"277","463","W0608","Ribba",2006,2005,"W0608_2006","W0608_2005","F","2005","1","WithMother",-23.27,5.14,"2.98","24","40",2006-04-22,"4","1","8.34",-23.49,"2005"
"278","464","W0609","Högåsa",2006,2005,"W0609_2006","W0609_2005","F","2005","1","WithMother",-23.01,5.29,"3.03","22.5","39",2006-04-22,"4","1","4.9800000000000004",-23.23,"2005"
"279","532","W0610","Ruta",2008,2007,"W0610_2008","W0610_2007","F","2005","3","SolitaryF",-22.46,4.01,"2.65","28","44",2008-04-18,"4","1","1.34",-22.636,"2007"
"280","745","W0610","Ruta",2009,2008,"W0610_2009","W0610_2008","F","2005","4","SolitaryF",-22.72,4.36,"2.75","45","46",2009-04-07,"4","2","16.43",-22.874,"2008"
"281","799","W0610","Ruta",2010,2009,"W0610_2010","W0610_2009","F","2005","5","SolitaryF",-22.66,4.4,"2.76","47","50",2010-04-26,"4","2","4.6900000000000004",-22.792,"2009"
"282","801","W0610","Ruta",2010,2009,"W0610_2010","W0610_2009","F","2005","5","SolitaryF",-23.01,4.31,"2.74","47","50",2010-04-26,"4","2","5.52",-23.142,"2009"
"283","674","W0610","Ruta",2011,2010,"W0610_2011","W0610_2010","F","2005","6","SolitaryF",-22.34,3.86,"2.61","51","52",2011-04-27,"4","2","5.69",-22.45,"2010"
"284","636","W0610","Ruta",2012,2011,"W0610_2012","W0610_2011","F","2005","7","SolitaryF",-22.69,4.81,"2.89","61.5","52",2012-05-22,"5","2","5.26",-22.778,"2011"
"285","590","W0610","Ruta",2013,2012,"W0610_2013","W0610_2012","F","2005","8","SolitaryF",-23.06,4.49,"2.79","75","54",2013-04-19,"4","2","9.85",-23.126,"2012"
"286","899","W0611","Påska",2006,2005,"W0611_2006","W0611_2005","F","2005","1","WithMother",-23.1,4.91,"2.91","15","35",2006-04-23,"4","2","10.220000000000001",-23.32,"2005"
"287","746","W0611","Påska",2009,2008,"W0611_2009","W0611_2008","F","2005","4","SolitaryF",-22.91,4.06,"2.66","46","47",2009-04-07,"4","2","8.32",-23.064,"2008"
"288","800","W0611","Påska",2010,2009,"W0611_2010","W0611_2009","F","2005","5","SolitaryF",-23.02,4.24,"2.72","48","50.5",2010-04-26,"4","2","5.19",-23.152,"2009"
"289","675","W0611","Påska",2011,2010,"W0611_2011","W0611_2010","F","2005","6","SolitaryF",-22.28,4.63,"2.83","55","51",2011-04-27,"4","2","5.83",-22.39,"2010"
"290","637","W0611","Påska",2012,2011,"W0611_2012","W0611_2011","F","2005","7","SolitaryF",-22.68,4.47,"2.79","81.900000000000006","56",2012-05-22,"5","2","6.74",-22.768,"2011"
"291","589","W0611","Påska",2013,2012,"W0611_2013","W0611_2012","F","2005","8","SolitaryF",-22.57,5.51,"3.09","79","54",2013-04-22,"4","2","13.91",-22.636,"2012"
"292","465","W0612","Krut",2006,2005,"W0612_2006","W0612_2005","M","2005","1","WithMother",-22.87,4.97,"2.93","21.5","40",2006-05-01,"5","1","2.5499999999999998",-23.09,"2005"
"293","533","W0612","Krut",2008,2007,"W0612_2008","W0612_2007","M","2005","3","SolitaryM",-22.78,4.59,"2.82","80","58",2008-04-06,"4","1","2.2000000000000002",-22.956,"2007"
"294","747","W0612","Krut",2009,2008,"W0612_2009","W0612_2008","M","2005","4","SolitaryM",-22.65,4.41,"2.77","97","66",2009-04-21,"4","2","9.0299999999999994",-22.804,"2008"
