"","sampleID","BearID","pubname","year.sampled","year.represent","bearyear.sampled","bearyear.represent","sex","birth","age","reprostatus.represent","C13","N15","trophicpos","weight","headcirc","capturedate","Cmonth","cort.kit","cortisol","C13.suess","fYR"
"771","447","W9909","Stubba",2006,2005,"W9909_2006","W9909_2005","F","1989","17","WithCubs",-23.08,4.75,"2.87","109","65",2006-04-20,"4","1","2.23",-23.3,"2005"
"772","177","W9910","Hinsa",1999,1998,"W9910_1999","W9910_1998","F","1998","1","WithMother",-22.47,5,"2.94","27","50",1999-06-27,"6","1","2.78",-22.844,"1998"
"773","178","W9911","Sika",1999,1998,"W9911_1999","W9911_1998","F","1998","1","WithMother",-22.62,4.92,"2.92","22.5","38",1999-04-19,"4","1","2.83",-22.994,"1998"
"774","179","W9912","Noppi_k7:3",1999,1998,"W9912_1999","W9912_1998","F","1998","1","WithMother",-22.51,4.79,"2.88","21","39",1999-04-19,"4","1","2.71",-22.884,"1998"
"775","180","W9913","Strandli",1999,1998,"W9913_1999","W9913_1998","F","1998","1","WithMother",-22.6,4.34,"2.75","23","40",1999-04-20,"4","1","2.57",-22.974,"1998"
"776","276","W9913","Strandli",2002,2001,"W9913_2002","W9913_2001","F","1998","4","SolitaryF",-22.25,4.47,"2.79","90","57",2002-04-24,"4","1","2.75",-22.558,"2001"
"777","374","W9913","Strandli",2004,2003,"W9913_2004","W9913_2003","F","1998","6","WithCubs",-22.63,3.67,"2.5499999999999998","101","60",2004-04-18,"4","1","1.07",-22.894,"2003"
"778","448","W9913","Strandli",2006,2005,"W9913_2006","W9913_2005","F","1998","8","WithCubs",-23,3.99,"2.64","99","62",2006-05-03,"5","1","3.05",-23.22,"2005"
"779","181","W9914","Gira",1999,1998,"W9914_1999","W9914_1998","F","1998","1","WithMother",-22.45,4.67,"2.84","22","41",1999-04-20,"4","1","2.66",-22.824,"1998"
"780","277","W9914","Gira",2002,2001,"W9914_2002","W9914_2001","F","1998","4","SolitaryF",-22.19,4.37,"2.76","79","56",2002-04-24,"4","1","2.86",-22.498,"2001"
"781","449","W9914","Gira",2006,2005,"W9914_2006","W9914_2005","F","1998","8","WithCubs",-22.47,4.51,"2.8","94","63",2006-05-03,"5","1","2.14",-22.69,"2005"
"782","730","W9914","Gira",2009,2008,"W9914_2009","W9914_2008","F","1998","11","WithCubs",-22.76,4.43,"2.77","95","63",2009-04-23,"4","2","12.28",-22.914,"2008"
"783","584","W9914","Gira",2013,2012,"W9914_2013","W9914_2012","F","1998","15","WithCubs",-23.3,4.58,"2.82","98","61",2013-04-30,"4","2","7.84",-23.366,"2012"
"784","182","W9915","Börrine_k3:3",1999,1998,"W9915_1999","W9915_1998","M","1998","1","WithMother",-22.53,4.31,"2.74","26","42",1999-04-20,"4","1","1.66",-22.904,"1998"
"785","183","W9916","Olingen",1999,1998,"W9916_1999","W9916_1998","M","1994","5","SolitaryM",-22.76,5.26,"3.02","140","62",1999-04-20,"4","1","0.54",-23.134,"1998"
"786","278","W9916","Olingen",2002,2001,"W9916_2002","W9916_2001","M","1994","8","SolitaryM",-22.75,5.06,"2.96","148","66",2002-04-19,"4","1","2.79",-23.058,"2001"
"787","332","W9916","Olingen",2003,2002,"W9916_2003","W9916_2002","M","1994","9","SolitaryM",-22.54,4.87,"2.9","140","67",2003-06-16,"6","1","2.4",-22.826,"2002"
"788","184","W9917","Lövnäs",1999,1998,"W9917_1999","W9917_1998","M","1995","4","SolitaryM",-22.52,4.85,"2.9","NA","63",1999-08-25,"8","1","1.77",-22.894,"1998"
"789","185","W9918","Ajto",1999,1998,"W9918_1999","W9918_1998","M","1998","1","WithMother",-22.36,5.1,"2.97","26","41",1999-04-21,"4","1","2.52",-22.734,"1998"
"790","228","W9918","Ajto",2000,1999,"W9918_2000","W9918_1999","M","1998","2","SolitaryM",-22.42,5,"2.94","54","48",2000-04-13,"4","1","3.01",-22.772,"1999"
"791","248/W9918","W9918","Ajto",2001,2000,"W9918_2001","W9918_2000","M","1998","3","SolitaryM",-22.79,5.13,"2.98","75","57",2001-04-11,"4","1","2.1",-23.12,"2000"
"792","279","W9918","Ajto",2002,2001,"W9918_2002","W9918_2001","M","1998","4","SolitaryM",-22.14,5.66,"3.14","99","60",2002-04-12,"4","1","2.0299999999999998",-22.448,"2001"
"793","186","W9919","Milla",1999,1998,"W9919_1999","W9919_1998","F","1998","1","WithMother",-22.41,5.26,"3.02","22","40",1999-04-21,"4","1","2.64",-22.784,"1998"
"794","187","W9920","Alan",1999,1998,"W9920_1999","W9920_1998","M","1998","1","WithMother",-22.41,5.07,"2.96","23","40",1999-04-21,"4","1","1.95",-22.784,"1998"
"795","229","W9920","Alan",2000,1999,"W9920_2000","W9920_1999","M","1998","2","SolitaryM",-22.86,5.16,"2.99","46","45",2000-04-10,"4","1","3.82",-23.212,"1999"
"796","188","W9921","Lusen",1999,1998,"W9921_1999","W9921_1998","M","1991","8","SolitaryM",-22.65,5.98,"3.23","156","70",1999-04-23,"4","1","1.17",-23.024,"1998"
"797","230","W9921","Lusen",2000,1999,"W9921_2000","W9921_1999","M","1991","9","SolitaryM",-22.71,6.14,"3.28","194","72",2000-04-14,"4","1","1.65",-23.062,"1999"
"798","249/W9921","W9921","Lusen",2000,1999,"W9921_2000","W9921_1999","M","1991","9","SolitaryM",-22.78,4.93,"2.92","194","72",2000-04-14,"4","1","2.13",-23.132,"1999"
