sampleID,BearID,pubname,year.sampled,year.represent,bearyear.sampled,bearyear.represent,sex,birth,age,reprostatus.represent,C13,N15,trophicpos,weight,headcirc,capturedate,Cmonth,cort.kit,cortisol
NA,W0610,Ruta,2015,2014,W0610_2015,W0610_2014,F,2005,10,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
899,W0611,Påska,2006,2005,W0611_2006,W0611_2005,F,2005,1,WithMother,-23.1,4.91,2.91,15,35,4/23/2006,4,2,10.22
746,W0611,Påska,2009,2008,W0611_2009,W0611_2008,F,2005,4,SolitaryF,-22.91,4.06,2.66,46,47,4/7/2009,4,2,8.32
800,W0611,Påska,2010,2009,W0611_2010,W0611_2009,F,2005,5,SolitaryF,-23.02,4.24,2.72,48,50.5,4/26/2010,4,2,5.19
675,W0611,Påska,2011,2010,W0611_2011,W0611_2010,F,2005,6,SolitaryF,-22.28,4.63,2.83,55,51,4/27/2011,4,2,5.83
637,W0611,Påska,2012,2011,W0611_2012,W0611_2011,F,2005,7,SolitaryF,-22.68,4.47,2.79,81.9,56,5/22/2012,5,2,6.74
589,W0611,Påska,2013,2012,W0611_2013,W0611_2012,F,2005,8,SolitaryF,-22.57,5.51,3.09,79,54,4/22/2013,4,2,13.91
NA,W0611,Påska,2014,2013,W0611_2014,W0611_2013,F,2005,9,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0611,Påska,2015,2014,W0611_2015,W0611_2014,F,2005,10,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0611,Påska,2016,2015,W0611_2016,W0611_2015,F,2005,11,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
465,W0612,Krut,2006,2005,W0612_2006,W0612_2005,M,2005,1,WithMother,-22.87,4.97,2.93,21.5,40,5/1/2006,5,1,2.55
533,W0612,Krut,2008,2007,W0612_2008,W0612_2007,M,2005,3,SolitaryM,-22.78,4.59,2.82,80,58,4/6/2008,4,1,2.2
747,W0612,Krut,2009,2008,W0612_2009,W0612_2008,M,2005,4,SolitaryM,-22.65,4.41,2.77,97,66,4/21/2009,4,2,9.03
NA,W0612,Krut,2010,2009,W0612_2010,W0612_2009,M,2005,5,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
466,W0613,Karlgrav,2006,2005,W0613_2006,W0613_2005,M,2005,1,WithMother,-22.98,4.97,2.93,14.5,34,5/1/2006,5,1,3.14
535,W0613,Karlgrav,2008,2007,W0613_2008,W0613_2007,M,2005,3,SolitaryM,-22.59,4.38,2.76,83,56,4/3/2008,4,1,4.27
467,W0614,Järva_k9:3,2006,2005,W0614_2006,W0614_2005,M,2005,1,WithMother,-22.92,4.72,2.86,19,40,5/1/2006,5,1,4.68
468,W0615,Järva_k9:4,2006,2005,W0615_2006,W0615_2005,M,2005,1,WithMother,-22.95,5.01,2.94,29,44,5/1/2006,5,1,5.71
469,W0616,Hoka,2006,2005,W0616_2006,W0616_2005,F,2005,1,WithMother,-22.71,5.03,2.95,25,42,5/1/2006,5,1,3.64
748,W0616,Hoka,2009,2008,W0616_2009,W0616_2008,F,2005,4,SolitaryF,-22.77,4.39,2.76,77,62,4/15/2009,4,2,8.81
802,W0616,Hoka,2010,2009,W0616_2010,W0616_2009,F,2005,5,SolitaryF,-22.73,4.5,2.79,81,58,4/21/2010,4,2,4.83
NA,W0616,Hoka,2011,2010,W0616_2011,W0616_2010,F,2005,6,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
470,W0617,Lonahoa_k2:2,2006,2005,W0617_2006,W0617_2005,M,2005,1,WithMother,-22.67,4.91,2.91,25,43,5/1/2006,5,1,4.14
900,W0618,Kampi,2006,2005,W0618_2006,W0618_2005,M,2005,1,WithMother,-23.52,4.83,2.89,21,41,5/2/2006,5,2,9.66
496,W0618,Kampi,2007,2006,W0618_2007,W0618_2006,M,2005,2,WithMother,-23.06,4.65,2.84,50,50,5/4/2007,5,1,1.73
901,W0619,Kangas,2006,2005,W0619_2006,W0619_2005,M,2005,1,WithMother,-23.48,4.93,2.92,20,43,5/2/2006,5,2,7.54
497,W0619,Kangas,2007,2006,W0619_2007,W0619_2006,M,2005,2,WithMother,-23.18,4.72,2.86,42,49,5/4/2007,5,1,2.69
471,W0620,Tvåska,2006,2005,W0620_2006,W0620_2005,F,2005,1,WithMother,-22.77,5.36,3.05,25,40,5/2/2006,5,1,5.25
534,W0620,Tvåska,2008,2007,W0620_2008,W0620_2007,F,2005,3,SolitaryF,-22.7,4.61,2.83,NA,57,5/8/2008,5,1,2.6
749,W0620,Tvåska,2009,2008,W0620_2009,W0620_2008,F,2005,4,SolitaryF,-22.54,4.69,2.85,77,58,4/14/2009,4,2,9.21
NA,W0620,Tvåska,2010,2009,W0620_2010,W0620_2009,F,2005,5,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0620,Tvåska,2011,2010,W0620_2011,W0620_2010,F,2005,6,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
638,W0620,Tvåska,2012,2011,W0620_2012,W0620_2011,F,2005,7,WithCubs,-22.77,4.42,2.77,79,63,5/3/2012,5,2,8
591,W0620,Tvåska,2013,2012,W0620_2013,W0620_2012,F,2005,8,SolitaryF,-23.13,4.89,2.91,86,62,5/22/2013,5,2,31.33
NA,W0620,Tvåska,2014,2013,W0620_2014,W0620_2013,F,2005,9,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
721,W0620,Tvåska,2015,2014,W0620_2015,W0620_2014,F,2005,10,WithCubs,-23.22,4.85,2.9,106.5,63,4/18/2015,4,2,11.6
NA,W0620,Tvåska,2016,2015,W0620_2016,W0620_2015,F,2005,11,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
472,W0621,Stöa,2006,2005,W0621_2006,W0621_2005,F,2005,1,WithMother,-23.06,4.53,2.8,18,40,5/3/2006,5,1,2.94
750,W0621,Stöa,2009,2008,W0621_2009,W0621_2008,F,2005,4,SolitaryF,-22.37,4.33,2.74,78,57,4/23/2009,4,2,6.99
NA,W0621,Stöa,2010,2009,W0621_2010,W0621_2009,F,2005,5,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
676,W0621,Stöa,2011,2010,W0621_2011,W0621_2010,F,2005,6,SolitaryF,-22.76,4.57,2.81,83,60,4/28/2011,4,2,7.05
NA,W0621,Stöa,2012,2011,W0621_2012,W0621_2011,F,2005,7,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
592,W0621,Stöa,2013,2012,W0621_2013,W0621_2012,F,2005,8,WithCubs,-23.11,4.21,2.71,86,62,4/30/2013,4,2,27.41
715,W0621,Stöa,2016,2015,W0621_2016,W0621_2015,F,2005,11,WithCubs,-23.12,4.42,2.77,93,62,5/17/2016,5,2,10.74
NA,W0621,Stöa,2017,2016,W0621_2017,W0621_2016,F,2005,12,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
473,W0622,Skarva,2006,2005,W0622_2006,W0622_2005,F,2005,1,WithMother,-23.15,4.81,2.89,20.5,40,5/3/2006,5,1,6.05
751,W0622,Skarva,2009,2008,W0622_2009,W0622_2008,F,2005,4,SolitaryF,-23.1,4.53,2.8,78,61,5/15/2009,5,2,13.05
803,W0622,Skarva,2010,2009,W0622_2010,W0622_2009,F,2005,5,SolitaryF,-23.23,3.95,2.63,98,63,4/27/2010,4,2,4.67
NA,W0622,Skarva,2011,2010,W0622_2011,W0622_2010,F,2005,6,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0622,Skarva,2012,2011,W0622_2012,W0622_2011,F,2005,7,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
474,W0623,Verva,2006,2005,W0623_2006,W0623_2005,F,2005,1,WithMother,-22.73,5.43,3.07,20.5,42,5/3/2006,5,1,3.83
752,W0623,Verva,2009,2008,W0623_2009,W0623_2008,F,2005,4,SolitaryF,-22.63,4.28,2.73,69,60,4/23/2009,4,2,9.14
677,W0623,Verva,2011,2010,W0623_2011,W0623_2010,F,2005,6,WithCubs,-23.11,4.4,2.76,70,57,4/28/2011,4,2,10.91
NA,W0623,Verva,2012,2011,W0623_2012,W0623_2011,F,2005,7,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0623,Verva,2013,2012,W0623_2013,W0623_2012,F,2005,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0623,Verva,2014,2013,W0623_2014,W0623_2013,F,2005,9,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0623,Verva,2015,2014,W0623_2015,W0623_2014,F,2005,10,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
582,W0623,Verva,2016,2015,W0623_2016,W0623_2015,F,2005,11,WithCubs,-23.63,3.91,2.62,88,64,5/17/2016,5,2,11.05
475,W0624,Ljusa,2006,2005,W0624_2006,W0624_2005,F,1989,17,NA,-22.73,4.78,2.88,111,65,5/24/2006,5,1,2.93
498,W0624,Ljusa,2007,2006,W0624_2007,W0624_2006,F,1989,18,SolitaryF,-22.74,4.57,2.81,120,65,4/21/2007,4,1,1.13
536,W0624,Ljusa,2008,2007,W0624_2008,W0624_2007,F,1989,19,SolitaryF,-22.6,4.83,2.89,118,65,5/9/2008,5,1,2.66
NA,W0624,Ljusa,2009,2008,W0624_2009,W0624_2008,F,1989,20,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
476,W0625,Pillåk,2006,2005,W0625_2006,W0625_2005,M,2003,3,SolitaryM,-22.85,4.66,2.84,NA,59.5,6/18/2006,6,1,2.4
499,W0625,Pillåk,2007,2006,W0625_2007,W0625_2006,M,2003,4,SolitaryM,-23.17,4.88,2.91,93,67,5/18/2007,5,1,1.42
537,W0625,Pillåk,2008,2007,W0625_2008,W0625_2007,M,2003,5,SolitaryM,-22.71,4.79,2.88,NA,66,6/12/2008,6,1,2.71
753,W0625,Pillåk,2009,2008,W0625_2009,W0625_2008,M,2003,6,SolitaryM,-22.9,5,2.94,NA,72,5/22/2009,5,2,8.36
804,W0625,Pillåk,2010,2009,W0625_2010,W0625_2009,M,2003,7,SolitaryM,-23.17,5.41,3.06,130,69,4/12/2010,4,2,3.76
673,W0625,Pillåk,2011,2010,W0625_2011,W0625_2010,M,2003,8,SolitaryM,-23.04,5.71,3.15,121,70,4/11/2011,4,2,6.96
639,W0625,Pillåk,2012,2011,W0625_2012,W0625_2011,M,2003,9,SolitaryM,-23.27,5.37,3.05,148,71,4/12/2012,4,2,5.52
593,W0625,Pillåk,2013,2012,W0625_2013,W0625_2012,M,2003,10,SolitaryM,-23.45,5.47,3.08,162,72,4/18/2013,4,2,6.42
NA,W0625,Pillåk,2015,2014,W0625_2015,W0625_2014,M,2003,12,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
477,W0626,Koski,2006,2005,W0626_2006,W0626_2005,F,2000,6,WithCubs,-23.01,4.44,2.78,76,57,6/19/2006,6,1,2.61
500,W0626,Koski,2007,2006,W0626_2007,W0626_2006,F,2000,7,SolitaryF,-22.96,4.6,2.82,68,57,5/3/2007,5,1,1.42
538,W0626,Koski,2008,2007,W0626_2008,W0626_2007,F,2000,8,SolitaryF,-22.93,4.29,2.73,NA,60,6/12/2008,6,1,2.65
NA,W0626,Koski,2009,2008,W0626_2009,W0626_2008,F,2000,9,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0626,Koski,2010,2009,W0626_2010,W0626_2009,F,2000,10,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
905,W0701,Kotta,2007,2006,W0701_2007,W0701_2006,F,2006,1,WithMother,-23.14,5.03,2.95,20,NA,4/13/2007,4,2,9.56
906,W0702,Bävra,2007,2006,W0702_2007,W0702_2006,F,2006,1,WithMother,-23.18,5.25,3.01,19,NA,4/13/2007,4,2,9.94
848,W0702,Bävra,2010,2009,W0702_2010,W0702_2009,F,2006,4,NA,-22.95,4.41,2.77,NA,NA,NA,13,2,16.43
501,W0703,Hapa,2007,2006,W0703_2007,W0703_2006,F,2006,1,WithMother,-23.1,5.35,3.04,20.5,40,4/16/2007,4,1,4.16
754,W0703,Hapa,2009,2008,W0703_2009,W0703_2008,F,2006,3,SolitaryF,-22.71,4.17,2.7,51,52,4/14/2009,4,2,6.48
832,W0703,Hapa,2010,2009,W0703_2010,W0703_2009,F,2006,4,SolitaryF,-22.73,4.79,2.88,59,51,4/21/2010,4,2,3.55
678,W0703,Hapa,2011,2010,W0703_2011,W0703_2010,F,2006,5,SolitaryF,-22.86,4.81,2.89,74,56,5/10/2011,5,2,4.3
502,W0704,Keiko_k3:1,2007,2006,W0704_2007,W0704_2006,M,2006,1,WithMother,-23.03,5.47,3.08,26,40.5,4/16/2007,4,1,4.16
503,W0705,Keiko_k3:2,2007,2006,W0705_2007,W0705_2006,M,2006,1,WithMother,-22.91,5.18,2.99,30,42,4/16/2007,4,1,3.24
504,W0706,Brända,2007,2006,W0706_2007,W0706_2006,F,2006,1,WithMother,-22.58,5.24,3.01,19,39,4/17/2007,4,1,3.03
843,W0706,Brända,2010,2009,W0706_2010,W0706_2009,F,2006,4,SolitaryF,-23,4.27,2.73,61,56,4/27/2010,4,2,5.43
578,W0706,Brända,2016,2015,W0706_2016,W0706_2015,F,2006,10,WithCubs,-23.3,4.63,2.83,83.6,59,5/4/2016,5,2,7.39
NA,W0706,Brända,2018,2017,W0706_2018,W0706_2017,F,2006,12,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
505,W0707,Broka,2007,2006,W0707_2007,W0707_2006,F,2006,1,WithMother,-22.49,5.12,2.98,19,39,4/17/2007,4,1,2.73
907,W0708,Tuva_k3:1,2007,2006,W0708_2007,W0708_2006,M,2006,1,WithMother,-22.97,5.35,3.04,22,38.5,4/17/2007,4,2,10.47
908,W0709,Rymma,2007,2006,W0709_2007,W0709_2006,F,2006,1,WithMother,-22.81,5.46,3.08,25,41.5,4/17/2007,4,2,11.65
909,W0710,Tuva_k3:3,2007,2006,W0710_2007,W0710_2006,M,2006,1,WithMother,-23.12,5.33,3.04,26,44.5,4/17/2007,4,2,7.74
506,W0711,Femma_k4:2,2007,2006,W0711_2007,W0711_2006,M,2006,1,WithMother,-22.96,5.61,3.12,24,40,4/19/2007,4,1,3.24
507,W0712,Munka,2007,2006,W0712_2007,W0712_2006,F,2006,1,WithMother,-22.91,5.12,2.98,12,37.5,4/20/2007,4,1,6.11
508,W0713,Ambra,2007,2006,W0713_2007,W0713_2006,F,2006,1,WithMother,-22.99,5.05,2.96,12,38,4/20/2007,4,1,3.51
539,W0713,Ambra,2008,2007,W0713_2008,W0713_2007,F,2006,2,WithMother,-22.88,5.36,3.05,NA,NA,NA,13,1,2.25
844,W0713,Ambra,2010,2009,W0713_2010,W0713_2009,F,2006,4,SolitaryF,-22.83,4.74,2.86,46,50,4/22/2010,4,2,6.82
594,W0713,Ambra,2013,2012,W0713_2013,W0713_2012,F,2006,7,SolitaryF,-22.94,5.17,2.99,77,58,5/21/2013,5,2,24.06
NA,W0713,Ambra,2014,2013,W0713_2014,W0713_2013,F,2006,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
723,W0713,Ambra,2015,2014,W0713_2015,W0713_2014,F,2006,9,WithCubs,-23.17,4.68,2.85,62.8,56.5,4/23/2015,4,2,16.66
509,W0716,Spjuta,2007,2006,W0716_2007,W0716_2006,F,2001,6,NA,-22.76,4.13,2.69,89,61,5/18/2007,5,1,3.18
NA,W0716,Spjuta,2008,2007,W0716_2008,W0716_2007,F,2001,7,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0716,Spjuta,2009,2008,W0716_2009,W0716_2008,F,2001,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
845,W0716,Spjuta,2010,2009,W0716_2010,W0716_2009,F,2001,9,WithCubs,-23.2,3.94,2.63,89,60,4/13/2010,4,2,14.58
NA,W0716,Spjuta,2011,2010,W0716_2011,W0716_2010,F,2001,10,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
640,W0716,Spjuta,2012,2011,W0716_2012,W0716_2011,F,2001,11,WithCubs,-23.02,4.49,2.79,87,60,5/2/2012,5,2,6.38
NA,W0716,Spjuta,2013,2012,W0716_2013,W0716_2012,F,2001,12,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0716,Spjuta,2015,2014,W0716_2015,W0716_2014,F,2001,14,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
568,W0716,Spjuta,2016,2015,W0716_2016,W0716_2015,F,2001,15,SolitaryF,-23,4.09,2.67,117.8,62,5/1/2016,5,2,6.09
NA,W0716,Spjuta,2017,2016,W0716_2017,W0716_2016,F,2001,16,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
510,W0717,Kerro,2007,2006,W0717_2007,W0717_2006,M,1996,11,SolitaryM,-22.93,6.13,3.27,218,81,5/18/2007,5,1,3.66
910,W0717,Kerro,2007,2006,W0717_2007,W0717_2006,M,1996,11,SolitaryM,-22.71,5.83,3.19,218,81,5/18/2007,5,2,16.07
511,W0718,Lillen,2007,2006,W0718_2007,W0718_2006,M,2000,7,SolitaryM,-22.99,5.66,3.14,208,77,5/20/2007,5,1,1.81
755,W0718,Lillen,2009,2008,W0718_2009,W0718_2008,M,2000,9,SolitaryM,-23.09,5.4,3.06,192,76,4/21/2009,4,2,9.15
756,W0718,Lillen,2009,2008,W0718_2009,W0718_2008,M,2000,9,SolitaryM,-23.27,4.98,2.94,192,76,4/21/2009,4,2,10.57
846,W0718,Lillen,2010,2009,W0718_2010,W0718_2009,M,2000,10,SolitaryM,-23.17,5.95,3.22,180,72,4/8/2010,4,2,10.12
679,W0718,Lillen,2011,2010,W0718_2011,W0718_2010,M,2000,11,SolitaryM,-22.78,6.72,3.45,171,70,4/14/2011,4,2,7.61
NA,W0718,Lillen,2012,2011,W0718_2012,W0718_2011,M,2000,12,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
512,W0719,Torni,2007,2006,W0719_2007,W0719_2006,M,2002,5,SolitaryM,-23.08,5.69,3.14,114,62.5,5/29/2007,5,1,2.46
540,W0719,Torni,2008,2007,W0719_2008,W0719_2007,M,2002,6,SolitaryM,-22.84,5.34,3.04,170,67,4/17/2008,4,1,3.32
NA,W0719,Torni,2009,2008,W0719_2009,W0719_2008,M,2002,7,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
847,W0719,Torni,2010,2009,W0719_2010,W0719_2009,M,2002,8,SolitaryM,-23.2,5.67,3.14,142,63,4/12/2010,4,2,3.99
680,W0719,Torni,2011,2010,W0719_2011,W0719_2010,M,2002,9,SolitaryM,-23.08,5.53,3.1,152,67,4/11/2011,4,2,8.1
641,W0719,Torni,2012,2011,W0719_2012,W0719_2011,M,2002,10,SolitaryM,-23.14,5.82,3.18,143,66,4/12/2012,4,2,6.33
595,W0719,Torni,2013,2012,W0719_2013,W0719_2012,M,2002,11,SolitaryM,-23.43,6.9,3.5,159,68,4/18/2013,4,2,10.31
NA,W0719,Torni,2014,2013,W0719_2014,W0719_2013,M,2002,12,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0719,Torni,2015,2014,W0719_2015,W0719_2014,M,2002,13,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
513,W0720,Rådika,2007,2006,W0720_2007,W0720_2006,F,2000,7,NA,-22.96,4.75,2.87,75,58,6/20/2007,6,1,3.01
NA,W0720,Rådika,2008,2007,W0720_2008,W0720_2007,F,2000,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0720,Rådika,2009,2008,W0720_2009,W0720_2008,F,2000,9,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0720,Rådika,2010,2009,W0720_2010,W0720_2009,F,2000,10,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
681,W0720,Rådika,2011,2010,W0720_2011,W0720_2010,F,2000,11,WithCubs,-22.76,4.65,2.84,56,56,4/19/2011,4,2,10.03
NA,W0720,Rådika,2012,2011,W0720_2012,W0720_2011,F,2000,12,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0720,Rådika,2013,2012,W0720_2013,W0720_2012,F,2000,13,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0720,Rådika,2014,2013,W0720_2014,W0720_2013,F,2000,14,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
724,W0720,Rådika,2015,2014,W0720_2015,W0720_2014,F,2000,15,WithCubs,-22.97,4.48,2.79,76.6,59,4/23/2015,4,2,13
NA,W0720,Rådika,2016,2015,W0720_2016,W0720_2015,F,2000,16,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0720,Rådika,2017,2016,W0720_2017,W0720_2016,F,2000,17,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0720,Rådika,2018,2017,W0720_2018,W0720_2017,F,2000,18,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
541,W0801,Brände,2008,2007,W0801_2008,W0801_2007,M,1988,20,SolitaryM,-22.62,6.18,3.29,180,80,4/3/2008,4,1,4.64
542,W0802,Noen,2008,2007,W0802_2008,W0802_2007,M,2003,5,SolitaryM,-22.61,5.58,3.11,NA,67,6/12/2008,6,1,2.44
757,W0802,Noen,2009,2008,W0802_2009,W0802_2008,M,2003,6,SolitaryM,-23.13,5.27,3.02,128,67,4/6/2009,4,2,10.39
849,W0802,Noen,2010,2009,W0802_2010,W0802_2009,M,2003,7,SolitaryM,-23.34,5.64,3.13,155,73,4/8/2010,4,2,7.63
682,W0802,Noen,2011,2010,W0802_2011,W0802_2010,M,2003,8,SolitaryM,-23.37,7,3.53,152,72,4/14/2011,4,2,6.91
NA,W0802,Noen,2012,2011,W0802_2012,W0802_2011,M,2003,9,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
543,W0803,Rotman,2008,2007,W0803_2008,W0803_2007,M,1992,16,SolitaryM,-22.63,5.73,3.16,230,85,4/14/2008,4,1,2.63
NA,W0803,Rotman,2009,2008,W0803_2009,W0803_2008,M,1992,17,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
544,W0804,Rise,2008,2007,W0804_2008,W0804_2007,M,2004,4,SolitaryM,-22.98,5.36,3.05,136,68,4/15/2008,4,1,0.9
545,W0805,Vattun,2008,2007,W0805_2008,W0805_2007,M,2002,6,SolitaryM,-23.08,6.18,3.29,171,72,4/15/2008,4,1,1.08
758,W0805,Vattun,2009,2008,W0805_2009,W0805_2008,M,2002,7,SolitaryM,-23.08,5.91,3.21,197,78,4/7/2009,4,2,10
850,W0805,Vattun,2010,2009,W0805_2010,W0805_2009,M,2002,8,SolitaryM,-22.95,6.07,3.26,NA,81,4/26/2010,4,2,11.22
683,W0805,Vattun,2011,2010,W0805_2011,W0805_2010,M,2002,9,SolitaryM,-22.91,6.81,3.47,200,80,4/18/2011,4,2,9.88
642,W0805,Vattun,2012,2011,W0805_2012,W0805_2011,M,2002,10,SolitaryM,-22.95,6.55,3.4,207,78,4/19/2012,4,2,5.65
596,W0805,Vattun,2013,2012,W0805_2013,W0805_2012,M,2002,11,SolitaryM,-23.27,6.6,3.41,215,84,5/30/2013,5,2,7.04
NA,W0805,Vattun,2014,2013,W0805_2014,W0805_2013,M,2002,12,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
546,W0806,Kyllan,2008,2007,W0806_2008,W0806_2007,F,2007,1,WithMother,-22.74,4.14,2.69,15,39.5,4/23/2008,4,1,2.75
759,W0806,Kyllan,2009,2008,W0806_2009,W0806_2008,F,2007,2,SolitaryF,-22.98,3.71,2.56,26,45,4/29/2009,4,2,15.51
851,W0806,Kyllan,2010,2009,W0806_2010,W0806_2009,F,2007,3,SolitaryF,-23.22,3.93,2.63,45,47,4/20/2010,4,2,6.34
684,W0806,Kyllan,2011,2010,W0806_2011,W0806_2010,F,2007,4,SolitaryF,-22.57,4.59,2.82,51,51,4/20/2011,4,2,9.63
643,W0806,Kyllan,2012,2011,W0806_2012,W0806_2011,F,2007,5,SolitaryF,-22.73,4.49,2.79,67,54,4/25/2012,4,2,6.74
597,W0806,Kyllan,2013,2012,W0806_2013,W0806_2012,F,2007,6,SolitaryF,-22.86,5.09,2.97,77,57,5/22/2013,5,2,6.16
NA,W0806,Kyllan,2014,2013,W0806_2014,W0806_2013,F,2007,7,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0806,Kyllan,2015,2014,W0806_2015,W0806_2014,F,2007,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
547,W0807,Hirva_k2:2,2008,2007,W0807_2008,W0807_2007,M,2007,1,WithMother,-22.86,4.3,2.74,15,39,4/23/2008,4,1,8.77
548,W0808,Samuel,2008,2007,W0808_2008,W0808_2007,M,2007,1,WithMother,-23.05,4.92,2.92,14,37,4/24/2008,4,1,9.39
760,W0808,Samuel,2009,2008,W0808_2009,W0808_2008,M,2007,2,WithMother,-22.53,4.39,2.76,39,45,4/15/2009,4,2,8.41
549,W0809,Manne,2008,2007,W0809_2008,W0809_2007,M,2007,1,WithMother,-22.88,5.25,3.01,17,42,4/24/2008,4,1,5.15
761,W0809,Manne,2009,2008,W0809_2009,W0809_2008,M,2007,2,WithMother,-22.49,4.75,2.87,46,47,4/15/2009,4,2,6.65
550,W0810,Mismyr,2008,2007,W0810_2008,W0810_2007,M,2007,1,WithMother,-23.03,4.95,2.93,24,43,4/24/2008,4,1,6.76
762,W0810,Mismyr,2009,2008,W0810_2009,W0810_2008,M,2007,2,WithMother,-22.61,4.06,2.66,48,50,4/17/2009,4,2,8.09
852,W0810,Mismyr,2010,2009,W0810_2010,W0810_2009,M,2007,3,SolitaryM,-23.19,4.25,2.72,78,55,4/9/2010,4,2,5.69
685,W0810,Mismyr,2011,2010,W0810_2011,W0810_2010,M,2007,4,SolitaryM,-23.57,6.17,3.29,102,64,4/15/2011,4,2,4.86
NA,W0810,Mismyr,2012,2011,W0810_2012,W0810_2011,M,2007,5,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
551,W0811,Klittmyr,2008,2007,W0811_2008,W0811_2007,M,2007,1,WithMother,-22.93,4.83,2.89,22,42,4/24/2008,4,1,4.5
763,W0811,Klittmyr,2009,2008,W0811_2009,W0811_2008,M,2007,2,WithMother,-22.6,3.96,2.64,45,48,4/17/2009,4,2,9.97
853,W0811,Klittmyr,2010,2009,W0811_2010,W0811_2009,M,2007,3,SolitaryM,-22.97,4.29,2.73,70,52,4/9/2010,4,2,4.38
686,W0811,Klittmyr,2011,2010,W0811_2011,W0811_2010,M,2007,4,SolitaryM,-22.65,5.22,3.01,76,61,4/15/2011,4,2,5.75
644,W0811,Klittmyr,2012,2011,W0811_2012,W0811_2011,M,2007,5,SolitaryM,-23.33,4.88,2.91,143,70.5,8/14/2012,8,2,5.01
598,W0811,Klittmyr,2013,2012,W0811_2013,W0811_2012,M,2007,6,SolitaryM,-23.49,5.24,3.01,NA,71,6/11/2013,6,2,4.78
NA,W0811,Klittmyr,2014,2013,W0811_2014,W0811_2013,M,2007,7,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
552,W0812,Villmyr,2008,2007,W0812_2008,W0812_2007,M,2007,1,WithMother,-22.95,4.81,2.89,16,38,4/24/2008,4,1,6.12
764,W0812,Villmyr,2009,2008,W0812_2009,W0812_2008,M,2007,2,WithMother,-22.69,3.9,2.62,39,47,4/17/2009,4,2,11.08
854,W0812,Villmyr,2010,2009,W0812_2010,W0812_2009,M,2007,3,SolitaryM,-23,4.17,2.7,77,54,6/21/2010,6,2,5.35
